id,durata_ticket,level,modello_macchina,durata,tipo_problema
16982,48,2,NIDEK LEX-3000,50,difetto di fabbrica
16983,88,2,NIDEK RT-120,61,logoramento
16984,103,1,NIDEK OPD-750,0,elettronico
16985,84,1,NIDEK LM-1050,0,software
16986,77,1,NIDEK AR-500,0,rottura
16987,72,1,NIDEK LT-120,0,rottura
16988,98,2,NIDEK TS-920,24,logoramento
16989,104,1,NIDEK SE-5500,0,elettronico
16990,60,1,NIDEK LE-1050,0,elettronico
16991,104,2,NIDEK AR-520,16,difetto di fabbrica
16992,53,2,NIDEK RT-770,52,difetto di fabbrica
16993,105,2,NIDEK RT-750,56,software
16994,111,2,NIDEK LE-1050,48,logoramento
16995,57,1,NIDEK NT-1050,0,difetto di fabbrica
16996,124,2,NIDEK LT-910,63,elettronico
16997,86,2,NIDEK NT-400,20,elettronico
16998,68,1,NIDEK LT-120,0,software
16999,81,1,NIDEK LM-120,0,elettronico
17000,50,1,NIDEK ME-120,0,rottura
17001,45,2,NIDEK SC-320,29,elettronico
17002,115,1,NIDEK LEX-400,0,rottura
17003,101,1,NIDEK ICE-5500,0,difetto di fabbrica
17004,67,2,NIDEK SE-320,47,difetto di fabbrica
17005,45,1,NIDEK AR-770,0,rottura
17006,54,2,NIDEK RT-520,28,difetto di fabbrica
17007,74,1,NIDEK SC-520,0,rottura
17008,58,2,NIDEK LE-5500,41,logoramento
17009,99,1,NIDEK LEX-2000,0,elettronico
17010,87,1,NIDEK LM-910,0,rottura
17011,36,2,NIDEK LFU-2000,30,rottura
17012,72,1,NIDEK LEX-320,0,elettronico
17013,135,1,NIDEK ICE-320,0,elettronico
17014,129,2,NIDEK AR-500,23,elettronico
17015,74,2,NIDEK LM-800,42,logoramento
17016,86,1,NIDEK SC-3000,0,elettronico
17017,74,2,NIDEK ICE-1050,34,software
17018,62,2,NIDEK NT-770,36,difetto di fabbrica
17019,81,1,NIDEK RT-3000,0,software
17020,66,1,NIDEK TS-750,0,logoramento
17021,72,1,NIDEK RT-770,0,rottura
17022,59,1,NIDEK PM-770,0,rottura
17023,74,2,NIDEK TS-1050,22,elettronico
17024,41,2,NIDEK RT-750,52,rottura
17025,106,1,NIDEK LT-750,0,difetto di fabbrica
17026,57,1,NIDEK LT-400,0,difetto di fabbrica
17027,88,1,NIDEK RT-1050,0,software
17028,90,1,NIDEK RT-5500,0,software
17029,50,2,NIDEK AR-3000,8,logoramento
17030,97,1,NIDEK AR-920,0,logoramento
17031,108,1,NIDEK OPD-770,0,elettronico
17032,92,2,NIDEK ICE-750,46,elettronico
17033,69,2,NIDEK LFU-400,56,elettronico
17034,105,1,NIDEK SE-520,0,logoramento
17035,90,2,NIDEK LEX-1050,36,rottura
17036,56,2,NIDEK TS-800,65,software
17037,88,1,NIDEK ICE-2500,0,software
17038,78,1,NIDEK TS-910,0,rottura
17039,32,1,NIDEK SC-520,0,difetto di fabbrica
17040,79,2,NIDEK NT-320,51,rottura
17041,66,2,NIDEK OPD-910,37,software
17042,66,2,NIDEK LT-1050,54,software
17043,90,1,NIDEK LT-500,0,difetto di fabbrica
17044,73,2,NIDEK TS-2500,10,logoramento
17045,109,1,NIDEK SL-500,0,difetto di fabbrica
17046,110,2,NIDEK OPD-120,38,rottura
17047,103,2,NIDEK LEX-5500,6,software
17048,80,2,NIDEK RT-5500,37,elettronico
17049,65,1,NIDEK LFU-800,0,elettronico
17050,85,2,NIDEK LE-1050,53,software
17051,116,2,NIDEK LEX-910,55,rottura
17052,65,1,NIDEK LFU-770,0,difetto di fabbrica
17053,109,1,NIDEK SE-520,0,logoramento
17054,103,2,NIDEK RT-1050,36,rottura
17055,93,1,NIDEK SE-750,0,software
17056,84,2,NIDEK ICE-3000,9,logoramento
17057,40,2,NIDEK LE-750,42,logoramento
17058,109,2,NIDEK LE-770,37,difetto di fabbrica
17059,54,1,NIDEK ICE-800,0,difetto di fabbrica
17060,59,1,NIDEK PM-2500,0,elettronico
17061,70,2,NIDEK RT-120,47,software
17062,42,1,NIDEK AR-1050,0,elettronico
17063,141,2,NIDEK PM-2500,30,logoramento
17064,72,1,NIDEK LM-2000,0,difetto di fabbrica
17065,47,1,NIDEK PM-520,0,logoramento
17066,96,2,NIDEK LM-910,52,software
17067,96,1,NIDEK LEX-520,0,rottura
17068,52,2,NIDEK LFU-320,27,elettronico
17069,105,1,NIDEK SC-910,0,rottura
17070,105,2,NIDEK LFU-910,42,rottura
17071,89,2,NIDEK LEX-800,53,elettronico
17072,34,2,NIDEK SL-320,55,logoramento
17073,76,2,NIDEK PM-910,35,logoramento
17074,91,1,NIDEK LT-520,0,logoramento
17075,66,2,NIDEK ICE-400,42,software
17076,100,1,NIDEK TS-800,0,software
17077,75,2,NIDEK LE-750,31,elettronico
17078,89,1,NIDEK RT-320,0,difetto di fabbrica
17079,69,2,NIDEK SE-910,42,difetto di fabbrica
17080,90,1,NIDEK NT-920,0,elettronico
17081,108,2,NIDEK PM-1050,39,elettronico
17082,80,1,NIDEK TS-3000,0,logoramento
17083,77,1,NIDEK NT-920,0,rottura
17084,81,1,NIDEK ICE-800,0,elettronico
17085,143,2,NIDEK SE-520,45,difetto di fabbrica
17086,98,2,NIDEK LT-520,51,software
17087,74,1,NIDEK SL-3000,0,rottura
17088,112,2,NIDEK LEX-5500,20,rottura
17089,50,1,NIDEK LFU-5500,0,logoramento
17090,107,1,NIDEK RT-320,0,logoramento
17091,114,1,NIDEK AR-770,0,software
17092,91,2,NIDEK OPD-520,67,difetto di fabbrica
17093,35,1,NIDEK LM-920,0,software
17094,85,2,NIDEK LEX-400,16,rottura
17095,102,2,NIDEK TS-1050,42,software
17096,79,2,NIDEK ICE-770,51,difetto di fabbrica
17097,76,1,NIDEK LFU-320,0,difetto di fabbrica
17098,70,2,NIDEK NT-500,7,software
17099,92,1,NIDEK LM-3000,0,software
17100,88,1,NIDEK TS-400,0,logoramento
17101,91,1,NIDEK PM-3000,0,logoramento
17102,111,2,NIDEK AR-120,14,difetto di fabbrica
17103,98,2,NIDEK NT-120,43,software
17104,72,2,NIDEK SL-910,16,rottura
17105,90,1,NIDEK ME-120,0,difetto di fabbrica
17106,66,1,NIDEK ME-520,0,rottura
17107,90,2,NIDEK SE-1050,36,software
17108,71,1,NIDEK LEX-500,0,elettronico
17109,95,2,NIDEK TS-920,56,rottura
17110,90,1,NIDEK SC-750,0,elettronico
17111,96,2,NIDEK LM-5500,32,difetto di fabbrica
17112,127,2,NIDEK LFU-320,42,rottura
17113,92,2,NIDEK TS-800,30,logoramento
17114,79,2,NIDEK SE-320,9,logoramento
17115,66,2,NIDEK LE-320,21,rottura
17116,65,1,NIDEK RT-770,0,software
17117,33,2,NIDEK SE-2000,68,elettronico
17118,119,2,NIDEK AR-2500,3,difetto di fabbrica
17119,31,1,NIDEK AR-520,0,logoramento
17120,58,1,NIDEK AR-3000,0,elettronico
17121,21,2,NIDEK LFU-1050,54,rottura
17122,62,1,NIDEK LM-320,0,difetto di fabbrica
17123,96,1,NIDEK LM-400,0,difetto di fabbrica
17124,80,1,NIDEK SC-3000,0,rottura
17125,72,2,NIDEK LE-120,22,software
17126,105,1,NIDEK TS-750,0,elettronico
17127,56,2,NIDEK LEX-400,48,rottura
17128,40,1,NIDEK SC-5500,0,logoramento
17129,82,1,NIDEK LFU-750,0,logoramento
17130,85,1,NIDEK LM-770,0,software
17131,84,2,NIDEK TS-2500,37,rottura
17132,87,2,NIDEK ME-2500,48,difetto di fabbrica
17133,85,2,NIDEK SL-1050,49,elettronico
17134,80,1,NIDEK PM-1050,0,difetto di fabbrica
17135,98,1,NIDEK LEX-500,0,rottura
17136,72,2,NIDEK LM-400,57,logoramento
17137,96,1,NIDEK LEX-520,0,rottura
17138,76,1,NIDEK SE-400,0,difetto di fabbrica
17139,80,2,NIDEK LE-910,22,difetto di fabbrica
17140,38,1,NIDEK PM-1050,0,elettronico
17141,89,1,NIDEK SE-520,0,rottura
17142,72,2,NIDEK NT-910,20,software
17143,77,1,NIDEK LT-2000,0,logoramento
17144,51,2,NIDEK OPD-750,69,elettronico
17145,83,1,NIDEK SC-520,0,software
17146,67,1,NIDEK ME-400,0,logoramento
17147,86,2,NIDEK LM-1050,65,logoramento
17148,86,2,NIDEK ME-2500,47,rottura
17149,102,2,NIDEK SC-800,23,logoramento
17150,76,1,NIDEK SC-5500,0,rottura
17151,111,2,NIDEK OPD-520,19,logoramento
17152,84,1,NIDEK LM-1050,0,difetto di fabbrica
17153,78,1,NIDEK RT-910,0,difetto di fabbrica
17154,113,2,NIDEK AR-1050,38,software
17155,107,2,NIDEK SC-920,32,difetto di fabbrica
17156,81,1,NIDEK OPD-120,0,elettronico
17157,82,1,NIDEK SL-5500,0,rottura
17158,75,1,NIDEK NT-320,0,software
17159,140,2,NIDEK LM-2500,45,rottura
17160,93,2,NIDEK SE-920,45,difetto di fabbrica
17161,108,1,NIDEK NT-910,0,difetto di fabbrica
17162,53,2,NIDEK AR-1050,46,logoramento
17163,82,2,NIDEK PM-500,31,elettronico
17164,88,2,NIDEK LEX-500,57,rottura
17165,58,1,NIDEK TS-120,0,rottura
17166,64,1,NIDEK LT-920,0,rottura
17167,53,2,NIDEK LFU-2500,6,elettronico
17168,124,1,NIDEK PM-910,0,software
17169,59,2,NIDEK ME-520,31,software
17170,103,1,NIDEK LFU-2500,0,logoramento
17171,78,1,NIDEK PM-920,0,elettronico
17172,73,1,NIDEK LT-770,0,software
17173,59,2,NIDEK OPD-800,37,logoramento
17174,72,2,NIDEK LT-1050,53,rottura
17175,57,1,NIDEK LFU-1050,0,elettronico
17176,96,2,NIDEK ME-3000,26,logoramento
17177,85,2,NIDEK LEX-1050,46,difetto di fabbrica
17178,124,1,NIDEK SC-1050,0,rottura
17179,103,2,NIDEK ICE-750,43,difetto di fabbrica
17180,50,2,NIDEK SC-2500,64,logoramento
17181,49,2,NIDEK TS-920,49,logoramento
17182,103,2,NIDEK ME-750,28,software
17183,118,1,NIDEK ICE-910,0,difetto di fabbrica
17184,58,2,NIDEK SL-750,54,logoramento
17185,79,1,NIDEK TS-320,0,software
17186,78,2,NIDEK NT-770,22,elettronico
17187,95,1,NIDEK OPD-750,0,logoramento
17188,79,1,NIDEK OPD-750,0,logoramento
17189,94,2,NIDEK LEX-1050,51,rottura
17190,72,1,NIDEK NT-920,0,elettronico
17191,68,2,NIDEK SC-2000,51,elettronico
17192,91,2,NIDEK SL-120,42,difetto di fabbrica
17193,98,1,NIDEK LEX-920,0,logoramento
17194,137,1,NIDEK ICE-1050,0,logoramento
17195,113,2,NIDEK PM-1050,46,software
17196,83,2,NIDEK LEX-500,15,software
17197,72,2,NIDEK ME-750,52,elettronico
17198,77,1,NIDEK ICE-500,0,difetto di fabbrica
17199,115,2,NIDEK RT-500,43,logoramento
17200,70,2,NIDEK AR-750,64,software
17201,106,1,NIDEK LE-770,0,rottura
17202,94,1,NIDEK SE-120,0,elettronico
17203,61,2,NIDEK LT-1050,32,elettronico
17204,81,1,NIDEK OPD-1050,0,rottura
17205,102,2,NIDEK OPD-520,46,logoramento
17206,86,2,NIDEK TS-500,68,logoramento
17207,86,1,NIDEK LFU-2000,0,logoramento
17208,79,2,NIDEK OPD-400,28,elettronico
17209,73,1,NIDEK NT-1050,0,logoramento
17210,78,1,NIDEK AR-920,0,elettronico
17211,79,1,NIDEK SE-500,0,logoramento
17212,41,2,NIDEK SL-120,33,rottura
17213,90,1,NIDEK SL-2500,0,logoramento
17214,87,1,NIDEK LFU-120,0,elettronico
17215,67,1,NIDEK LE-750,0,difetto di fabbrica
17216,64,2,NIDEK NT-5500,43,difetto di fabbrica
17217,52,2,NIDEK OPD-750,27,software
17218,132,2,NIDEK ICE-800,31,software
17219,55,1,NIDEK LEX-2000,0,difetto di fabbrica
17220,65,2,NIDEK AR-2500,16,logoramento
17221,69,1,NIDEK RT-320,0,logoramento
17222,63,2,NIDEK AR-800,28,software
17223,63,1,NIDEK AR-1050,0,difetto di fabbrica
17224,103,1,NIDEK LEX-1050,0,difetto di fabbrica
17225,71,1,NIDEK TS-120,0,rottura
17226,47,1,NIDEK LFU-1050,0,logoramento
17227,62,2,NIDEK PM-120,51,elettronico
17228,70,1,NIDEK ME-3000,0,rottura
17229,72,2,NIDEK AR-400,26,rottura
17230,96,2,NIDEK LFU-5500,36,software
17231,79,1,NIDEK AR-1050,0,rottura
17232,70,2,NIDEK NT-920,23,software
17233,95,1,NIDEK LFU-120,0,software
17234,60,2,NIDEK AR-750,57,software
17235,105,1,NIDEK SE-910,0,rottura
17236,87,1,NIDEK LM-2500,0,elettronico
17237,98,1,NIDEK TS-520,0,software
17238,96,2,NIDEK SL-910,57,elettronico
17239,109,2,NIDEK NT-400,41,difetto di fabbrica
17240,89,2,NIDEK TS-1050,22,rottura
17241,56,2,NIDEK RT-320,39,elettronico
17242,80,1,NIDEK AR-120,0,difetto di fabbrica
17243,65,1,NIDEK RT-1050,0,logoramento
17244,35,2,NIDEK PM-1050,41,difetto di fabbrica
17245,74,1,NIDEK NT-520,0,elettronico
17246,79,1,NIDEK LEX-5500,0,rottura
17247,58,2,NIDEK LM-910,49,software
17248,58,2,NIDEK SE-800,47,elettronico
17249,85,2,NIDEK OPD-500,53,elettronico
17250,66,1,NIDEK SC-5500,0,software
17251,79,2,NIDEK PM-920,1,rottura
17252,110,2,NIDEK NT-910,44,elettronico
17253,80,2,NIDEK TS-800,26,logoramento
17254,81,2,NIDEK LE-910,44,difetto di fabbrica
17255,94,2,NIDEK SC-400,17,rottura
17256,84,2,NIDEK PM-320,52,logoramento
17257,51,1,NIDEK LEX-1050,0,rottura
17258,74,2,NIDEK RT-1050,44,logoramento
17259,80,1,NIDEK NT-3000,0,software
17260,51,2,NIDEK LE-120,30,logoramento
17261,101,1,NIDEK SE-1050,0,rottura
17262,51,1,NIDEK SC-920,0,software
17263,57,2,NIDEK ME-500,24,software
17264,70,2,NIDEK ME-500,60,difetto di fabbrica
17265,95,1,NIDEK ME-120,0,rottura
17266,74,1,NIDEK SC-1050,0,software
17267,62,2,NIDEK LE-400,42,software
17268,39,2,NIDEK AR-770,54,elettronico
17269,101,1,NIDEK AR-120,0,difetto di fabbrica
17270,73,2,NIDEK TS-910,36,software
17271,100,2,NIDEK SE-320,13,rottura
17272,43,1,NIDEK ICE-3000,0,rottura
17273,42,2,NIDEK SE-750,50,elettronico
17274,82,1,NIDEK AR-5500,0,difetto di fabbrica
17275,73,1,NIDEK NT-120,0,elettronico
17276,80,2,NIDEK RT-5500,33,rottura
17277,106,2,NIDEK LE-5500,38,logoramento
17278,82,2,NIDEK PM-320,32,logoramento
17279,78,1,NIDEK SL-3000,0,elettronico
17280,99,1,NIDEK LT-1050,0,elettronico
17281,86,1,NIDEK LM-120,0,elettronico
17282,94,1,NIDEK ICE-910,0,elettronico
17283,100,2,NIDEK LEX-120,37,logoramento
17284,39,2,NIDEK LEX-2000,56,difetto di fabbrica
17285,84,1,NIDEK LFU-800,0,difetto di fabbrica
17286,59,1,NIDEK AR-910,0,elettronico
17287,134,2,NIDEK LEX-1050,34,rottura
17288,78,1,NIDEK AR-120,0,difetto di fabbrica
17289,86,2,NIDEK LE-920,14,software
17290,67,2,NIDEK ME-2500,21,logoramento
17291,81,2,NIDEK NT-500,77,software
17292,72,1,NIDEK LM-2500,0,difetto di fabbrica
17293,74,2,NIDEK LM-800,42,difetto di fabbrica
17294,125,1,NIDEK SE-910,0,elettronico
17295,93,1,NIDEK AR-320,0,rottura
17296,114,1,NIDEK LFU-770,0,elettronico
17297,94,1,NIDEK SL-2000,0,logoramento
17298,63,2,NIDEK LT-2500,45,rottura
17299,63,2,NIDEK LT-1050,53,rottura
17300,100,2,NIDEK TS-3000,41,rottura
17301,53,1,NIDEK SE-400,0,rottura
17302,122,2,NIDEK TS-800,35,elettronico
17303,126,2,NIDEK LT-400,43,software
17304,105,2,NIDEK RT-750,24,elettronico
17305,73,1,NIDEK SC-800,0,rottura
17306,83,1,NIDEK RT-2500,0,elettronico
17307,103,1,NIDEK OPD-910,0,elettronico
17308,66,1,NIDEK TS-770,0,logoramento
17309,49,2,NIDEK LFU-1050,19,logoramento
17310,65,2,NIDEK PM-770,48,rottura
17311,23,2,NIDEK NT-800,59,difetto di fabbrica
17312,77,2,NIDEK LT-750,34,elettronico
17313,55,1,NIDEK LM-800,0,software
17314,76,2,NIDEK ICE-770,49,software
17315,97,2,NIDEK NT-400,40,rottura
17316,86,1,NIDEK RT-5500,0,logoramento
17317,25,2,NIDEK PM-400,15,elettronico
17318,69,1,NIDEK LM-500,0,logoramento
17319,51,2,NIDEK SE-3000,40,rottura
17320,95,2,NIDEK TS-750,47,logoramento
17321,64,2,NIDEK SC-400,24,rottura
17322,106,1,NIDEK NT-750,0,rottura
17323,41,1,NIDEK LM-1050,0,elettronico
17324,76,2,NIDEK SL-5500,44,difetto di fabbrica
17325,55,2,NIDEK ME-120,22,elettronico
17326,62,2,NIDEK TS-770,32,logoramento
17327,105,2,NIDEK AR-500,56,rottura
17328,100,1,NIDEK SE-750,0,logoramento
17329,74,1,NIDEK LEX-400,0,rottura
17330,102,1,NIDEK RT-400,0,difetto di fabbrica
17331,63,1,NIDEK AR-770,0,elettronico
17332,49,1,NIDEK SL-750,0,software
17333,76,1,NIDEK LM-920,0,elettronico
17334,58,1,NIDEK SC-5500,0,elettronico
17335,108,2,NIDEK SC-750,37,rottura
17336,68,1,NIDEK RT-800,0,software
17337,77,2,NIDEK LT-1050,55,logoramento
17338,101,1,NIDEK NT-520,0,elettronico
17339,66,2,NIDEK ICE-1050,65,logoramento
17340,80,1,NIDEK LE-320,0,logoramento
17341,95,2,NIDEK LFU-500,18,difetto di fabbrica
17342,38,1,NIDEK AR-2500,0,elettronico
17343,95,2,NIDEK RT-920,41,software
17344,55,1,NIDEK LM-800,0,software
17345,47,1,NIDEK AR-770,0,logoramento
17346,70,2,NIDEK RT-400,49,difetto di fabbrica
17347,74,1,NIDEK AR-920,0,difetto di fabbrica
17348,57,2,NIDEK SC-500,49,rottura
17349,65,2,NIDEK TS-910,17,rottura
17350,67,2,NIDEK TS-3000,46,difetto di fabbrica
17351,99,2,NIDEK LEX-920,25,elettronico
17352,77,1,NIDEK ICE-2500,0,elettronico
17353,75,2,NIDEK LEX-2000,37,software
17354,66,2,NIDEK AR-1050,42,logoramento
17355,69,2,NIDEK NT-120,50,difetto di fabbrica
17356,69,1,NIDEK SE-1050,0,logoramento
17357,99,1,NIDEK NT-3000,0,logoramento
17358,62,2,NIDEK ME-320,42,software
17359,125,1,NIDEK LM-2000,0,software
17360,87,1,NIDEK ICE-120,0,rottura
17361,89,2,NIDEK OPD-120,57,rottura
17362,135,1,NIDEK NT-1050,0,rottura
17363,52,2,NIDEK LM-120,38,rottura
17364,70,1,NIDEK LT-320,0,elettronico
17365,60,1,NIDEK SE-320,0,software
17366,99,1,NIDEK LT-120,0,software
17367,113,1,NIDEK LE-320,0,rottura
17368,74,2,NIDEK LEX-520,48,rottura
17369,82,2,NIDEK SC-120,29,logoramento
17370,105,1,NIDEK PM-5500,0,difetto di fabbrica
17371,112,2,NIDEK LT-400,36,software
17372,44,2,NIDEK LM-520,45,software
17373,87,1,NIDEK SL-1050,0,software
17374,96,1,NIDEK LEX-2500,0,difetto di fabbrica
17375,90,2,NIDEK NT-1050,33,logoramento
17376,75,2,NIDEK LM-920,27,elettronico
17377,44,2,NIDEK OPD-1050,51,elettronico
17378,86,1,NIDEK LM-800,0,software
17379,90,1,NIDEK SC-500,0,logoramento
17380,55,2,NIDEK PM-1050,28,elettronico
17381,100,1,NIDEK SE-2500,0,software
17382,26,2,NIDEK ME-750,37,software
17383,124,1,NIDEK LE-3000,0,rottura
17384,93,2,NIDEK AR-800,27,software
17385,73,1,NIDEK LEX-1050,0,elettronico
17386,27,1,NIDEK ME-750,0,logoramento
17387,46,2,NIDEK SL-920,42,logoramento
17388,87,2,NIDEK LFU-520,60,software
17389,122,2,NIDEK AR-800,33,logoramento
17390,79,2,NIDEK AR-770,45,difetto di fabbrica
17391,118,2,NIDEK TS-320,53,logoramento
17392,94,1,NIDEK SC-520,0,elettronico
17393,30,1,NIDEK ICE-1050,0,elettronico
17394,51,1,NIDEK SL-1050,0,difetto di fabbrica
17395,41,2,NIDEK OPD-500,53,software
17396,125,2,NIDEK PM-910,48,logoramento
17397,77,2,NIDEK LEX-2000,69,rottura
17398,86,1,NIDEK NT-400,0,software
17399,82,1,NIDEK SL-400,0,elettronico
17400,83,2,NIDEK RT-1050,50,elettronico
17401,55,2,NIDEK OPD-5500,85,logoramento
17402,88,2,NIDEK LE-2500,51,rottura
17403,96,2,NIDEK LFU-120,39,rottura
17404,119,1,NIDEK AR-500,0,rottura
17405,121,1,NIDEK RT-1050,0,elettronico
17406,71,2,NIDEK ME-5500,48,elettronico
17407,84,2,NIDEK OPD-1050,17,software
17408,62,1,NIDEK TS-2500,0,difetto di fabbrica
17409,51,2,NIDEK LE-1050,52,logoramento
17410,125,2,NIDEK AR-120,41,software
17411,71,1,NIDEK NT-3000,0,software
17412,104,2,NIDEK NT-1050,42,rottura
17413,60,2,NIDEK SE-2500,19,logoramento
17414,72,1,NIDEK ME-750,0,software
17415,85,2,NIDEK ME-920,51,software
17416,100,2,NIDEK TS-320,43,rottura
17417,86,1,NIDEK ICE-910,0,software
17418,74,1,NIDEK SC-400,0,difetto di fabbrica
17419,89,1,NIDEK LEX-400,0,elettronico
17420,21,2,NIDEK TS-1050,35,rottura
17421,77,1,NIDEK LM-500,0,logoramento
17422,37,2,NIDEK ME-910,52,elettronico
17423,100,2,NIDEK OPD-3000,20,software
17424,125,2,NIDEK RT-1050,46,software
17425,98,1,NIDEK SC-770,0,software
17426,42,1,NIDEK RT-520,0,rottura
17427,28,2,NIDEK NT-120,55,logoramento
17428,95,2,NIDEK LE-1050,24,logoramento
17429,60,2,NIDEK AR-800,39,rottura
17430,55,2,NIDEK SE-2500,33,rottura
17431,87,2,NIDEK RT-920,44,software
17432,92,1,NIDEK SL-5500,0,rottura
17433,96,2,NIDEK PM-920,33,rottura
17434,47,2,NIDEK SC-770,21,rottura
17435,90,2,NIDEK TS-3000,36,difetto di fabbrica
17436,40,1,NIDEK LM-320,0,logoramento
17437,27,2,NIDEK ME-770,38,difetto di fabbrica
17438,91,2,NIDEK NT-2000,60,elettronico
17439,51,1,NIDEK LE-910,0,elettronico
17440,77,2,NIDEK SE-750,57,difetto di fabbrica
17441,114,2,NIDEK NT-750,34,software
17442,29,1,NIDEK LEX-800,0,logoramento
17443,64,1,NIDEK SL-400,0,logoramento
17444,93,2,NIDEK OPD-770,33,elettronico
17445,92,2,NIDEK SC-770,46,software
17446,88,2,NIDEK ME-3000,50,difetto di fabbrica
17447,59,1,NIDEK LM-770,0,difetto di fabbrica
17448,57,1,NIDEK RT-120,0,logoramento
17449,25,2,NIDEK SE-2500,20,difetto di fabbrica
17450,28,2,NIDEK TS-520,38,rottura
17451,72,1,NIDEK LT-320,0,difetto di fabbrica
17452,79,2,NIDEK NT-770,27,difetto di fabbrica
17453,85,1,NIDEK NT-2000,0,logoramento
17454,66,2,NIDEK ME-770,18,software
17455,75,2,NIDEK NT-120,20,logoramento
17456,84,1,NIDEK LT-1050,0,software
17457,112,1,NIDEK LT-520,0,software
17458,88,2,NIDEK SC-5500,11,rottura
17459,50,1,NIDEK SL-500,0,software
17460,77,2,NIDEK AR-120,62,elettronico
17461,73,1,NIDEK OPD-800,0,logoramento
17462,64,1,NIDEK AR-400,0,logoramento
17463,102,2,NIDEK LEX-2000,47,logoramento
17464,85,2,NIDEK SC-3000,49,rottura
17465,76,2,NIDEK LEX-5500,43,elettronico
17466,126,1,NIDEK RT-920,0,software
17467,96,2,NIDEK TS-500,73,logoramento
17468,56,2,NIDEK LEX-120,25,logoramento
17469,93,1,NIDEK RT-120,0,rottura
17470,104,2,NIDEK SL-2000,29,elettronico
17471,77,2,NIDEK SE-120,50,difetto di fabbrica
17472,126,1,NIDEK LT-750,0,software
17473,61,1,NIDEK AR-500,0,rottura
17474,45,1,NIDEK SE-750,0,logoramento
17475,9,2,NIDEK SC-2500,49,elettronico
17476,50,1,NIDEK AR-800,0,logoramento
17477,66,1,NIDEK SE-3000,0,logoramento
17478,76,1,NIDEK ICE-320,0,difetto di fabbrica
17479,63,2,NIDEK LE-520,18,rottura
17480,64,2,NIDEK LE-5500,45,elettronico
17481,114,1,NIDEK LM-500,0,elettronico
17482,78,1,NIDEK LE-320,0,rottura
17483,85,1,NIDEK AR-500,0,logoramento
17484,69,1,NIDEK AR-910,0,logoramento
17485,100,1,NIDEK AR-3000,0,elettronico
17486,97,2,NIDEK RT-500,44,elettronico
17487,81,2,NIDEK LFU-920,35,difetto di fabbrica
17488,52,2,NIDEK ICE-1050,16,logoramento
17489,94,1,NIDEK LM-920,0,rottura
17490,79,1,NIDEK SE-520,0,logoramento
17491,29,2,NIDEK LE-3000,40,software
17492,45,1,NIDEK LFU-5500,0,difetto di fabbrica
17493,51,1,NIDEK AR-1050,0,logoramento
17494,72,1,NIDEK PM-1050,0,logoramento
17495,78,2,NIDEK OPD-120,29,elettronico
17496,96,2,NIDEK LFU-750,37,logoramento
17497,91,1,NIDEK LE-910,0,logoramento
17498,72,2,NIDEK AR-520,36,software
17499,76,2,NIDEK AR-920,58,elettronico
17500,97,1,NIDEK LEX-920,0,software
17501,112,2,NIDEK NT-770,41,software
17502,71,2,NIDEK AR-910,28,software
17503,111,2,NIDEK AR-920,52,rottura
17504,54,1,NIDEK RT-2000,0,difetto di fabbrica
17505,75,1,NIDEK SE-920,0,rottura
17506,85,1,NIDEK SE-5500,0,difetto di fabbrica
17507,79,1,NIDEK LT-500,0,logoramento
17508,124,1,NIDEK LM-910,0,software
17509,77,1,NIDEK LT-2000,0,software
17510,78,1,NIDEK RT-5500,0,logoramento
17511,32,2,NIDEK LFU-1050,16,rottura
17512,55,2,NIDEK SL-3000,73,rottura
17513,106,1,NIDEK LFU-3000,0,logoramento
17514,107,2,NIDEK AR-500,43,logoramento
17515,50,2,NIDEK PM-520,27,difetto di fabbrica
17516,75,1,NIDEK SL-800,0,difetto di fabbrica
17517,66,1,NIDEK LEX-320,0,difetto di fabbrica
17518,75,2,NIDEK AR-910,30,software
17519,51,2,NIDEK SE-1050,43,software
17520,26,1,NIDEK LE-920,0,elettronico
17521,72,1,NIDEK TS-520,0,logoramento
17522,94,1,NIDEK ME-400,0,software
17523,48,2,NIDEK NT-910,40,rottura
17524,90,2,NIDEK LFU-320,23,rottura
17525,82,1,NIDEK PM-750,0,software
17526,110,2,NIDEK NT-2500,40,elettronico
17527,84,1,NIDEK LFU-5500,0,logoramento
17528,88,1,NIDEK TS-400,0,difetto di fabbrica
17529,113,1,NIDEK LM-3000,0,rottura
17530,91,1,NIDEK OPD-910,0,difetto di fabbrica
17531,102,2,NIDEK ME-500,32,software
17532,118,2,NIDEK LFU-920,34,software
17533,76,2,NIDEK LM-2500,53,difetto di fabbrica
17534,107,2,NIDEK LM-920,31,logoramento
17535,54,2,NIDEK LM-750,30,difetto di fabbrica
17536,28,1,NIDEK SC-2500,0,software
17537,73,1,NIDEK SL-400,0,software
17538,62,1,NIDEK OPD-400,0,difetto di fabbrica
17539,58,1,NIDEK LM-400,0,software
17540,82,2,NIDEK TS-910,38,software
17541,66,2,NIDEK LFU-2500,38,difetto di fabbrica
17542,79,2,NIDEK SC-320,63,rottura
17543,129,2,NIDEK ICE-400,31,rottura
17544,81,2,NIDEK OPD-120,29,elettronico
17545,53,2,NIDEK NT-400,32,software
17546,96,2,NIDEK RT-770,38,rottura
17547,72,1,NIDEK LFU-500,0,software
17548,91,1,NIDEK OPD-1050,0,elettronico
17549,101,1,NIDEK NT-120,0,logoramento
